<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
SANDP-FUT,1,20140403,201700,1879.1300000,1879.1500000,1879.0000000,1879.0000000
SANDP-FUT,1,20140403,202200,1879.2500000,1879.2500000,1879.2500000,1879.2500000
SANDP-FUT,1,20140403,202300,1879.5000000,1879.5000000,1879.5000000,1879.5000000
SANDP-FUT,1,20140403,202700,1879.7500000,1879.7500000,1879.7500000,1879.7500000
SANDP-FUT,1,20140403,202800,1880.0000000,1880.0000000,1880.0000000,1880.0000000
SANDP-FUT,1,20140403,203000,1879.8300000,1879.8300000,1879.8300000,1879.8300000
SANDP-FUT,1,20140403,203100,1879.7500000,1879.7500000,1879.5000000,1879.5000000
SANDP-FUT,1,20140403,203500,1879.1700000,1879.1700000,1878.2300000,1878.2300000
SANDP-FUT,1,20140403,203600,1878.1000000,1878.2000000,1878.0000000,1878.2000000
SANDP-FUT,1,20140403,203700,1878.3000000,1878.3000000,1878.3000000,1878.3000000
SANDP-FUT,1,20140403,203900,1878.2000000,1878.2000000,1878.0000000,1878.0000000
SANDP-FUT,1,20140403,204100,1878.0000000,1878.0000000,1878.0000000,1878.0000000
SANDP-FUT,1,20140403,204400,1878.0000000,1878.0000000,1878.0000000,1878.0000000
SANDP-FUT,1,20140403,204800,1878.8000000,1878.8000000,1878.6500000,1878.6500000
SANDP-FUT,1,20140403,204900,1878.6000000,1878.6000000,1878.2000000,1878.2000000
SANDP-FUT,1,20140403,205000,1877.9700000,1877.9700000,1877.5000000,1877.5000000
SANDP-FUT,1,20140403,205200,1877.8000000,1878.4000000,1877.8000000,1878.4000000
SANDP-FUT,1,20140403,205900,1878.6000000,1878.6000000,1878.6000000,1878.6000000
SANDP-FUT,1,20140403,210200,1878.9500000,1879.4000000,1878.9500000,1879.4000000
SANDP-FUT,1,20140403,210300,1879.5000000,1879.5000000,1879.5000000,1879.5000000
SANDP-FUT,1,20140403,212300,1880.0000000,1880.0000000,1880.0000000,1880.0000000
SANDP-FUT,1,20140403,212500,1880.3000000,1880.3000000,1880.3000000,1880.3000000
SANDP-FUT,1,20140403,212800,1880.8000000,1880.8700000,1880.8000000,1880.8700000
SANDP-FUT,1,20140403,212900,1880.9000000,1881.0000000,1880.9000000,1881.0000000
SANDP-FUT,1,20140403,213200,1880.7000000,1880.7000000,1880.7000000,1880.7000000
SANDP-FUT,1,20140403,213500,1881.0000000,1881.0000000,1881.0000000,1881.0000000
SANDP-FUT,1,20140403,213600,1881.1000000,1881.3000000,1881.1000000,1881.3000000
SANDP-FUT,1,20140403,214200,1881.3000000,1881.5000000,1881.3000000,1881.5000000
SANDP-FUT,1,20140403,214300,1881.5600000,1881.8000000,1881.5600000,1881.7500000
SANDP-FUT,1,20140403,214400,1881.7000000,1881.7000000,1881.7000000,1881.7000000
SANDP-FUT,1,20140403,214600,1882.2000000,1882.2000000,1882.2000000,1882.2000000
SANDP-FUT,1,20140403,214900,1882.2000000,1882.2000000,1882.2000000,1882.2000000
SANDP-FUT,1,20140403,215100,1881.7500000,1881.7500000,1881.6300000,1881.6300000
SANDP-FUT,1,20140403,215200,1881.3500000,1881.4000000,1881.2000000,1881.2000000
SANDP-FUT,1,20140403,215500,1881.2000000,1881.2000000,1881.2000000,1881.2000000
SANDP-FUT,1,20140403,215600,1881.1700000,1881.1700000,1881.0000000,1881.0000000
SANDP-FUT,1,20140403,215800,1880.3000000,1880.3000000,1880.3000000,1880.3000000
SANDP-FUT,1,20140403,220000,1880.5000000,1880.5000000,1880.5000000,1880.5000000
SANDP-FUT,1,20140403,220400,1880.0000000,1880.0000000,1880.0000000,1880.0000000
SANDP-FUT,1,20140403,221600,1880.0000000,1880.0000000,1880.0000000,1880.0000000
SANDP-FUT,1,20140403,222100,1880.1000000,1880.1000000,1880.1000000,1880.1000000
SANDP-FUT,1,20140403,222300,1880.1500000,1880.1500000,1880.1500000,1880.1500000
SANDP-FUT,1,20140403,222400,1880.2000000,1880.2000000,1880.2000000,1880.2000000
SANDP-FUT,1,20140403,222500,1880.0000000,1880.0000000,1880.0000000,1880.0000000
SANDP-FUT,1,20140403,222600,1879.7500000,1879.7500000,1879.6700000,1879.6700000
SANDP-FUT,1,20140403,222700,1879.5000000,1879.5000000,1879.0000000,1879.0000000
SANDP-FUT,1,20140403,223000,1878.0000000,1878.0000000,1878.0000000,1878.0000000
SANDP-FUT,1,20140403,223100,1878.5000000,1878.5700000,1878.5000000,1878.5700000
SANDP-FUT,1,20140403,223200,1878.8500000,1878.8500000,1878.5000000,1878.5000000
SANDP-FUT,1,20140403,223400,1878.3000000,1878.3000000,1878.1700000,1878.1700000
SANDP-FUT,1,20140403,223500,1878.1000000,1878.2000000,1877.9000000,1878.2000000
SANDP-FUT,1,20140403,223600,1877.9700000,1877.9700000,1877.9700000,1877.9700000
SANDP-FUT,1,20140403,223700,1877.7300000,1877.7300000,1877.0000000,1877.0000000
SANDP-FUT,1,20140403,223800,1876.8300000,1876.8300000,1876.2400000,1876.2400000
SANDP-FUT,1,20140403,223900,1876.0500000,1876.0500000,1875.7300000,1875.7800000
SANDP-FUT,1,20140403,224000,1875.8000000,1875.8000000,1875.8000000,1875.8000000
SANDP-FUT,1,20140403,224100,1875.8400000,1875.9000000,1875.8400000,1875.9000000
SANDP-FUT,1,20140403,224200,1875.9300000,1876.0000000,1875.9300000,1876.0000000
SANDP-FUT,1,20140403,225800,1876.3800000,1877.5000000,1876.3800000,1877.5000000
SANDP-FUT,1,20140403,230000,1877.8800000,1877.8800000,1877.8800000,1877.8800000
SANDP-FUT,1,20140403,230100,1878.0000000,1879.0000000,1878.0000000,1879.0000000
SANDP-FUT,1,20140403,230200,1878.8500000,1878.8500000,1878.8500000,1878.8500000
SANDP-FUT,1,20140403,230300,1878.7000000,1878.7000000,1878.7000000,1878.7000000
SANDP-FUT,1,20140403,230600,1879.0000000,1879.0000000,1879.0000000,1879.0000000
SANDP-FUT,1,20140403,230800,1878.7500000,1878.7500000,1878.5000000,1878.5500000
SANDP-FUT,1,20140403,230900,1878.6000000,1878.6000000,1878.6000000,1878.6000000
SANDP-FUT,1,20140403,231000,1878.8000000,1879.0000000,1878.8000000,1879.0000000
SANDP-FUT,1,20140403,231100,1879.1200000,1879.6000000,1879.1200000,1879.6000000
SANDP-FUT,1,20140403,231600,1879.5700000,1879.5700000,1879.5700000,1879.5700000
SANDP-FUT,1,20140403,231700,1879.5500000,1879.5500000,1879.5000000,1879.5000000
SANDP-FUT,1,20140403,232700,1879.5000000,1879.5000000,1879.5000000,1879.5000000
SANDP-FUT,1,20140403,232800,1879.8000000,1880.1000000,1879.8000000,1880.1000000
SANDP-FUT,1,20140403,232900,1880.8000000,1880.8000000,1880.8000000,1880.8000000
SANDP-FUT,1,20140403,233000,1881.5000000,1881.5000000,1881.5000000,1881.5000000
SANDP-FUT,1,20140403,233300,1882.0000000,1882.0000000,1882.0000000,1882.0000000
SANDP-FUT,1,20140403,233600,1881.8000000,1881.8000000,1881.8000000,1881.8000000
SANDP-FUT,1,20140403,233800,1882.0000000,1882.0000000,1882.0000000,1882.0000000
SANDP-FUT,1,20140403,234100,1882.1300000,1882.2500000,1882.1300000,1882.2500000
SANDP-FUT,1,20140403,234200,1882.5000000,1882.5000000,1882.5000000,1882.5000000
SANDP-FUT,1,20140403,234400,1882.2000000,1882.3500000,1882.2000000,1882.3500000
SANDP-FUT,1,20140403,234500,1882.5000000,1882.7000000,1882.5000000,1882.7000000
SANDP-FUT,1,20140403,234800,1882.8000000,1883.0000000,1882.8000000,1883.0000000
SANDP-FUT,1,20140403,235000,1882.9000000,1882.9000000,1882.9000000,1882.9000000
SANDP-FUT,1,20140403,235100,1882.8700000,1883.2300000,1882.8700000,1883.2300000
SANDP-FUT,1,20140403,235200,1883.2800000,1883.5000000,1883.2800000,1883.5000000
SANDP-FUT,1,20140403,235600,1883.1300000,1883.1300000,1882.0300000,1882.0300000
SANDP-FUT,1,20140403,235700,1881.3000000,1881.6300000,1881.3000000,1881.6300000
SANDP-FUT,1,20140403,235800,1881.8000000,1882.3000000,1881.8000000,1882.3000000
SANDP-FUT,1,20140403,235900,1882.3300000,1882.3600000,1882.3000000,1882.3000000
SANDP-FUT,1,20140404,000000,1882.2600000,1882.2600000,1881.6600000,1881.6600000
SANDP-FUT,1,20140404,000100,1881.6100000,1881.8000000,1881.5900000,1881.8000000
SANDP-FUT,1,20140404,000200,1882.0000000,1882.0000000,1882.0000000,1882.0000000
SANDP-FUT,1,20140404,000300,1881.7000000,1881.7000000,1881.7000000,1881.7000000
SANDP-FUT,1,20140404,000600,1881.9000000,1882.3000000,1881.9000000,1882.3000000
SANDP-FUT,1,20140404,000700,1882.5000000,1882.5000000,1882.5000000,1882.5000000
SANDP-FUT,1,20140404,000800,1882.7500000,1883.0000000,1882.7500000,1883.0000000
SANDP-FUT,1,20140404,001400,1882.9300000,1882.9300000,1882.8000000,1882.9000000
SANDP-FUT,1,20140404,001500,1882.9400000,1883.2000000,1882.9300000,1883.2000000
SANDP-FUT,1,20140404,001700,1883.2000000,1883.2000000,1883.2000000,1883.2000000
SANDP-FUT,1,20140404,002000,1883.0000000,1883.0000000,1883.0000000,1883.0000000
SANDP-FUT,1,20140404,003000,1883.1300000,1883.3600000,1883.1300000,1883.3600000
SANDP-FUT,1,20140404,003100,1883.3800000,1883.6000000,1883.3800000,1883.6000000
SANDP-FUT,1,20140404,011400,1884.0500000,1884.4400000,1884.0500000,1884.4400000
SANDP-FUT,1,20140404,011500,1884.5000000,1884.5000000,1884.5000000,1884.5000000
SANDP-FUT,1,20140404,020100,1884.4000000,1884.4000000,1884.3300000,1884.3300000
SANDP-FUT,1,20140404,020200,1884.3000000,1884.3000000,1883.8000000,1883.8000000
SANDP-FUT,1,20140404,020300,1883.8000000,1883.8000000,1883.8000000,1883.8000000
SANDP-FUT,1,20140404,021500,1883.8000000,1884.1600000,1883.8000000,1884.1600000
SANDP-FUT,1,20140404,021600,1884.2000000,1884.2000000,1884.2000000,1884.2000000
SANDP-FUT,1,20140404,022100,1884.1300000,1884.1300000,1884.0700000,1884.0700000
SANDP-FUT,1,20140404,022200,1884.0500000,1884.0500000,1884.0000000,1884.0000000
SANDP-FUT,1,20140404,025700,1884.0400000,1884.3200000,1884.0400000,1884.3200000
SANDP-FUT,1,20140404,025800,1884.3600000,1884.4000000,1884.3600000,1884.4000000
SANDP-FUT,1,20140404,030900,1884.1800000,1884.1800000,1884.1600000,1884.1600000
SANDP-FUT,1,20140404,031000,1884.1500000,1884.1500000,1884.1000000,1884.1000000
SANDP-FUT,1,20140404,032200,1884.1000000,1884.1000000,1884.1000000,1884.1000000
SANDP-FUT,1,20140404,033800,1884.3000000,1884.3000000,1884.3000000,1884.3000000
SANDP-FUT,1,20140404,033900,1884.3700000,1884.5000000,1884.3700000,1884.5000000
SANDP-FUT,1,20140404,034000,1884.5000000,1884.5000000,1884.5000000,1884.5000000
SANDP-FUT,1,20140404,040600,1884.6100000,1884.7000000,1884.6100000,1884.7000000
SANDP-FUT,1,20140404,040700,1884.7700000,1885.4600000,1884.7700000,1885.4600000
SANDP-FUT,1,20140404,040800,1885.4700000,1885.6000000,1885.4700000,1885.6000000
SANDP-FUT,1,20140404,040900,1885.6000000,1885.6000000,1885.6000000,1885.6000000
SANDP-FUT,1,20140404,041300,1885.6900000,1885.9800000,1885.6900000,1885.9800000
SANDP-FUT,1,20140404,041400,1886.0000000,1886.0000000,1886.0000000,1886.0000000
SANDP-FUT,1,20140404,041500,1886.0000000,1886.0000000,1886.0000000,1886.0000000
SANDP-FUT,1,20140404,041600,1885.9900000,1885.9900000,1885.9000000,1885.9000000
SANDP-FUT,1,20140404,042000,1885.9000000,1885.9000000,1885.9000000,1885.9000000
SANDP-FUT,1,20140404,042900,1885.9000000,1885.9000000,1885.9000000,1885.9000000
SANDP-FUT,1,20140404,043800,1885.8000000,1885.8000000,1885.8000000,1885.8000000
SANDP-FUT,1,20140404,044100,1885.8300000,1886.1000000,1885.8300000,1886.1000000
SANDP-FUT,1,20140404,051700,1886.0700000,1886.0700000,1886.0400000,1886.0400000
SANDP-FUT,1,20140404,051800,1886.0300000,1886.1500000,1886.0000000,1886.1500000
SANDP-FUT,1,20140404,051900,1886.1700000,1886.3000000,1886.1700000,1886.3000000
SANDP-FUT,1,20140404,053000,1886.2500000,1886.2500000,1886.0000000,1886.0000000
SANDP-FUT,1,20140404,053100,1886.0000000,1886.0000000,1886.0000000,1886.0000000
SANDP-FUT,1,20140404,053500,1886.2000000,1886.2000000,1886.2000000,1886.2000000
SANDP-FUT,1,20140404,053800,1886.2400000,1886.3400000,1886.2400000,1886.3400000
SANDP-FUT,1,20140404,053900,1886.3500000,1886.5000000,1886.3500000,1886.5000000
SANDP-FUT,1,20140404,060200,1886.6500000,1886.7700000,1886.6500000,1886.7700000
SANDP-FUT,1,20140404,060300,1886.7800000,1886.9000000,1886.7800000,1886.9000000
SANDP-FUT,1,20140404,060500,1886.8900000,1886.8900000,1886.8800000,1886.8800000
SANDP-FUT,1,20140404,060600,1886.8700000,1886.8700000,1886.8000000,1886.8000000
SANDP-FUT,1,20140404,062200,1886.6000000,1886.6000000,1886.4500000,1886.4500000
SANDP-FUT,1,20140404,062300,1886.4000000,1886.4000000,1886.4000000,1886.4000000
SANDP-FUT,1,20140404,074900,1885.8000000,1885.8000000,1885.8000000,1885.8000000
SANDP-FUT,1,20140404,080900,1885.8700000,1885.8800000,1885.8700000,1885.8800000
SANDP-FUT,1,20140404,081000,1885.9000000,1885.9000000,1885.9000000,1885.9000000
SANDP-FUT,1,20140404,082000,1885.7100000,1885.7100000,1885.7000000,1885.7000000
SANDP-FUT,1,20140404,082100,1885.6900000,1885.6900000,1885.6000000,1885.6000000
SANDP-FUT,1,20140404,082200,1885.6000000,1885.6000000,1885.6000000,1885.6000000
SANDP-FUT,1,20140404,082300,1885.6000000,1885.6000000,1885.6000000,1885.6000000
SANDP-FUT,1,20140404,083000,1885.4000000,1885.4000000,1885.4000000,1885.4000000
SANDP-FUT,1,20140404,083600,1885.3300000,1885.3300000,1885.2200000,1885.2200000
SANDP-FUT,1,20140404,083700,1885.2000000,1885.2000000,1885.2000000,1885.2000000
SANDP-FUT,1,20140404,084600,1885.2300000,1885.3000000,1885.2300000,1885.3000000
SANDP-FUT,1,20140404,085500,1885.3000000,1885.3600000,1885.3000000,1885.3600000
SANDP-FUT,1,20140404,085600,1885.3700000,1885.5000000,1885.3700000,1885.5000000
SANDP-FUT,1,20140404,090000,1885.5000000,1885.5000000,1885.5000000,1885.5000000
SANDP-FUT,1,20140404,094400,1885.6000000,1885.6600000,1885.6000000,1885.6600000
SANDP-FUT,1,20140404,094500,1885.7000000,1885.9000000,1885.7000000,1885.9000000
SANDP-FUT,1,20140404,101000,1885.8400000,1885.8400000,1885.7500000,1885.7500000
SANDP-FUT,1,20140404,101100,1885.7300000,1885.7300000,1885.6000000,1885.6000000
SANDP-FUT,1,20140404,101600,1885.4900000,1885.4900000,1885.2600000,1885.2600000
SANDP-FUT,1,20140404,101700,1885.2300000,1885.2300000,1884.8500000,1884.8500000
SANDP-FUT,1,20140404,101800,1884.8300000,1884.8300000,1884.7000000,1884.7000000
SANDP-FUT,1,20140404,102200,1884.6800000,1884.6800000,1884.5900000,1884.5900000
SANDP-FUT,1,20140404,102300,1884.5800000,1884.5800000,1884.4000000,1884.4000000
SANDP-FUT,1,20140404,104400,1884.5000000,1884.5800000,1884.5000000,1884.5800000
SANDP-FUT,1,20140404,104500,1884.5900000,1884.6100000,1884.5900000,1884.6000000
SANDP-FUT,1,20140404,105100,1884.5700000,1884.5700000,1884.4400000,1884.4400000
SANDP-FUT,1,20140404,105200,1884.4300000,1884.4300000,1884.4000000,1884.4000000
SANDP-FUT,1,20140404,105400,1884.4300000,1884.4700000,1884.4300000,1884.4700000
SANDP-FUT,1,20140404,105500,1884.4800000,1884.6000000,1884.4800000,1884.6000000
SANDP-FUT,1,20140404,105600,1884.6000000,1884.6000000,1884.6000000,1884.6000000
SANDP-FUT,1,20140404,105700,1884.6000000,1884.6000000,1884.6000000,1884.6000000
SANDP-FUT,1,20140404,105800,1884.5300000,1884.5300000,1884.4600000,1884.5000000
SANDP-FUT,1,20140404,105900,1884.5100000,1884.6000000,1884.5000000,1884.6000000
SANDP-FUT,1,20140404,110000,1884.6300000,1884.8200000,1884.6300000,1884.8200000
SANDP-FUT,1,20140404,110100,1884.8300000,1884.9100000,1884.8300000,1884.9000000
SANDP-FUT,1,20140404,111000,1884.9100000,1884.9100000,1884.9100000,1884.9100000
SANDP-FUT,1,20140404,111100,1884.9000000,1884.9000000,1884.9000000,1884.9000000
SANDP-FUT,1,20140404,111600,1884.9000000,1884.9000000,1884.9000000,1884.9000000
SANDP-FUT,1,20140404,112200,1884.8800000,1884.8800000,1884.8100000,1884.8100000
SANDP-FUT,1,20140404,112300,1884.8000000,1884.8000000,1884.8000000,1884.8000000
SANDP-FUT,1,20140404,112400,1884.9500000,1885.0800000,1884.9500000,1885.0800000
SANDP-FUT,1,20140404,112500,1885.1000000,1885.1000000,1885.1000000,1885.1000000
SANDP-FUT,1,20140404,113800,1885.1300000,1885.2000000,1885.1300000,1885.2000000
SANDP-FUT,1,20140404,113900,1885.2200000,1885.4200000,1885.2200000,1885.2600000
SANDP-FUT,1,20140404,114000,1885.2500000,1885.2500000,1885.2000000,1885.2000000
SANDP-FUT,1,20140404,115900,1885.2600000,1885.2900000,1885.2600000,1885.2900000
SANDP-FUT,1,20140404,120000,1885.3000000,1885.6000000,1885.3000000,1885.5600000
SANDP-FUT,1,20140404,120100,1885.5500000,1885.5500000,1885.4000000,1885.4000000
SANDP-FUT,1,20140404,122500,1885.4400000,1885.8700000,1885.4400000,1885.8700000
SANDP-FUT,1,20140404,122600,1885.9000000,1885.9000000,1885.9000000,1885.9000000
SANDP-FUT,1,20140404,123100,1885.9100000,1885.9300000,1885.9100000,1885.9300000
SANDP-FUT,1,20140404,123200,1885.9400000,1886.0000000,1885.9400000,1886.0000000
SANDP-FUT,1,20140404,125700,1886.0000000,1886.0000000,1886.0000000,1886.0000000
SANDP-FUT,1,20140404,130700,1886.0300000,1886.4000000,1886.0300000,1886.4000000
SANDP-FUT,1,20140404,131800,1886.4000000,1886.4000000,1886.4000000,1886.4000000
SANDP-FUT,1,20140404,131900,1886.4300000,1886.5000000,1886.4300000,1886.5000000
SANDP-FUT,1,20140404,132200,1886.5400000,1886.5800000,1886.5400000,1886.5600000
SANDP-FUT,1,20140404,132300,1886.5500000,1886.5600000,1886.5000000,1886.5000000
SANDP-FUT,1,20140404,132600,1886.5200000,1886.5500000,1886.5200000,1886.5500000
SANDP-FUT,1,20140404,132700,1886.5400000,1886.5800000,1886.5400000,1886.5800000
SANDP-FUT,1,20140404,132800,1886.5900000,1886.6000000,1886.5900000,1886.6000000
SANDP-FUT,1,20140404,132900,1886.5500000,1886.5500000,1886.4900000,1886.5100000
SANDP-FUT,1,20140404,133000,1886.5300000,1886.5700000,1886.5300000,1886.5300000
SANDP-FUT,1,20140404,133100,1886.5200000,1886.5200000,1886.5000000,1886.5000000
SANDP-FUT,1,20140404,133200,1886.5300000,1886.5800000,1886.5300000,1886.5800000
SANDP-FUT,1,20140404,133300,1886.5900000,1886.6000000,1886.5900000,1886.6000000
SANDP-FUT,1,20140404,133400,1886.6200000,1886.8000000,1886.6200000,1886.8000000
SANDP-FUT,1,20140404,134100,1886.7600000,1886.7600000,1886.5000000,1886.5000000
SANDP-FUT,1,20140404,134800,1886.5200000,1886.5700000,1886.5200000,1886.5700000
SANDP-FUT,1,20140404,134900,1886.5800000,1886.6000000,1886.5800000,1886.6000000
SANDP-FUT,1,20140404,135200,1886.6000000,1886.6000000,1886.6000000,1886.6000000
SANDP-FUT,1,20140404,135300,1886.6000000,1886.6000000,1886.5100000,1886.5100000
SANDP-FUT,1,20140404,135400,1886.5000000,1886.5000000,1886.5000000,1886.5000000
SANDP-FUT,1,20140404,135500,1886.5000000,1886.5000000,1886.4900000,1886.4900000
SANDP-FUT,1,20140404,135600,1886.4800000,1886.4800000,1886.4000000,1886.4000000
SANDP-FUT,1,20140404,140100,1886.6300000,1886.6400000,1886.6300000,1886.6400000
SANDP-FUT,1,20140404,140200,1886.7000000,1886.7000000,1886.7000000,1886.7000000
SANDP-FUT,1,20140404,140500,1886.7100000,1886.7200000,1886.7100000,1886.7200000
SANDP-FUT,1,20140404,140600,1886.7300000,1886.8000000,1886.7300000,1886.8000000
SANDP-FUT,1,20140404,140800,1886.8800000,1886.9900000,1886.8800000,1886.9900000
SANDP-FUT,1,20140404,140900,1887.0000000,1887.0000000,1887.0000000,1887.0000000
SANDP-FUT,1,20140404,141400,1886.8000000,1886.8000000,1886.6000000,1886.6000000
SANDP-FUT,1,20140404,142100,1886.6400000,1886.7400000,1886.6400000,1886.7400000
SANDP-FUT,1,20140404,142200,1886.7500000,1886.8000000,1886.7500000,1886.8000000
SANDP-FUT,1,20140404,142400,1886.7600000,1886.7600000,1886.5100000,1886.5100000
SANDP-FUT,1,20140404,142500,1886.5000000,1886.5000000,1886.5000000,1886.5000000
SANDP-FUT,1,20140404,142700,1886.4000000,1886.4000000,1886.4000000,1886.4000000
SANDP-FUT,1,20140404,143400,1886.3000000,1886.3000000,1886.1500000,1886.1500000
SANDP-FUT,1,20140404,143500,1886.1100000,1886.1100000,1885.7000000,1885.7000000
SANDP-FUT,1,20140404,144300,1885.6800000,1885.6800000,1885.6700000,1885.6700000
SANDP-FUT,1,20140404,144400,1885.6600000,1885.6600000,1885.6000000,1885.6000000
SANDP-FUT,1,20140404,145100,1885.7000000,1885.9800000,1885.7000000,1885.9800000
SANDP-FUT,1,20140404,145200,1886.0200000,1886.1000000,1886.0200000,1886.1000000
SANDP-FUT,1,20140404,145600,1886.0300000,1886.0300000,1885.8400000,1885.8400000
SANDP-FUT,1,20140404,145700,1885.8200000,1885.8200000,1885.8000000,1885.8000000
SANDP-FUT,1,20140404,150300,1885.7800000,1885.7800000,1885.7700000,1885.7700000
SANDP-FUT,1,20140404,150400,1885.7600000,1885.7600000,1885.7000000,1885.7000000
SANDP-FUT,1,20140404,150700,1885.7200000,1885.8400000,1885.7200000,1885.8400000
SANDP-FUT,1,20140404,150800,1885.8500000,1886.2500000,1885.8500000,1886.2500000
SANDP-FUT,1,20140404,150900,1886.2600000,1886.3000000,1886.2600000,1886.3000000
SANDP-FUT,1,20140404,153200,1886.3900000,1886.6200000,1886.3900000,1886.6200000
SANDP-FUT,1,20140404,153300,1886.6400000,1886.9000000,1886.6400000,1886.9000000
SANDP-FUT,1,20140404,154500,1886.7700000,1886.7700000,1886.6200000,1886.6200000
SANDP-FUT,1,20140404,154600,1886.5900000,1886.6400000,1886.5900000,1886.6300000
SANDP-FUT,1,20140404,154700,1886.6200000,1886.6200000,1886.5000000,1886.5000000
SANDP-FUT,1,20140404,155200,1886.5100000,1886.5400000,1886.5100000,1886.5400000
SANDP-FUT,1,20140404,155300,1886.5500000,1886.6000000,1886.5500000,1886.6000000
SANDP-FUT,1,20140404,155400,1886.6000000,1886.6000000,1886.6000000,1886.6000000
SANDP-FUT,1,20140404,161000,1886.5600000,1886.5600000,1886.1000000,1886.1000000
SANDP-FUT,1,20140404,161100,1886.1100000,1886.1500000,1886.1100000,1886.1200000
SANDP-FUT,1,20140404,161200,1886.1300000,1886.1300000,1885.9000000,1885.9000000
SANDP-FUT,1,20140404,161300,1885.8900000,1885.8900000,1885.8200000,1885.8200000
SANDP-FUT,1,20140404,161400,1885.8100000,1885.8100000,1885.8000000,1885.8000000
SANDP-FUT,1,20140404,162000,1885.5500000,1885.5500000,1885.4300000,1885.4300000
SANDP-FUT,1,20140404,162100,1885.4700000,1885.8700000,1885.4700000,1885.8700000
